Series_Title,Released_Year,Actor_Id
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,810
Lagaan: Once Upon a Time in India,2001,198
Lagaan: Once Upon a Time in India,2001,811
Lagaan: Once Upon a Time in India,2001,787
Lagaan: Once Upon a Time in India,2001,812
The Sixth Sense,1999,25
The Sixth Sense,1999,813
The Sixth Sense,1999,758
The Sixth Sense,1999,814
La leggenda del pianista sull'oceano,1998,356
La leggenda del pianista sull'oceano,1998,815
La leggenda del pianista sull'oceano,1998,816
La leggenda del pianista sull'oceano,1998,817
The Truman Show,1998,323
The Truman Show,1998,539
The Truman Show,1998,818
The Truman Show,1998,819
"Crna macka, beli macor",1998,820
"Crna macka, beli macor",1998,821
"Crna macka, beli macor",1998,822
"Crna macka, beli macor",1998,823
The Big Lebowski,1998,824
The Big Lebowski,1998,825
The Big Lebowski,1998,806
The Big Lebowski,1998,826
Fa yeung nin wah,2000,827
Fa yeung nin wah,2000,828
Fa yeung nin wah,2000,829
Fa yeung nin wah,2000,830
Trainspotting,1996,831
Trainspotting,1996,832
Trainspotting,1996,833
Trainspotting,1996,834
Fargo,1996,824
Fargo,1996,835
Fargo,1996,452
Fargo,1996,836
Underground,1995,837
Underground,1995,838
Underground,1995,839
Underground,1995,840
La haine,1995,841
La haine,1995,842
La haine,1995,843
La haine,1995,844
Dilwale Dulhania Le Jayenge,1995,506
Dilwale Dulhania Le Jayenge,1995,845
Dilwale Dulhania Le Jayenge,1995,846
Dilwale Dulhania Le Jayenge,1995,847
Before Sunrise,1995,783
Before Sunrise,1995,784
Before Sunrise,1995,848
Before Sunrise,1995,849
Trois couleurs: Rouge,1994,850
Trois couleurs: Rouge,1994,851
Trois couleurs: Rouge,1994,852
Trois couleurs: Rouge,1994,853
Chung Hing sam lam,1994,854
Chung Hing sam lam,1994,855
Chung Hing sam lam,1994,827
Chung Hing sam lam,1994,856
Jurassic Park,1993,857
Jurassic Park,1993,858
Jurassic Park,1993,859
Jurassic Park,1993,597
In the Name of the Father,1993,510
In the Name of the Father,1993,860
In the Name of the Father,1993,861
In the Name of the Father,1993,862
Ba wang bie ji,1993,863
Ba wang bie ji,1993,864
Ba wang bie ji,1993,865
Ba wang bie ji,1993,866
Dà hóng denglong gaogao guà,1991,865
Dà hóng denglong gaogao guà,1991,867
Dà hóng denglong gaogao guà,1991,868
Dà hóng denglong gaogao guà,1991,869
Dead Poets Society,1989,341
Dead Poets Society,1989,870
Dead Poets Society,1989,783
Dead Poets Society,1989,871
Stand by Me,1986,872
Stand by Me,1986,873
Stand by Me,1986,874
Stand by Me,1986,875
Platoon,1986,876
Platoon,1986,877
Platoon,1986,878
Platoon,1986,879
"Paris, Texas",1984,880
"Paris, Texas",1984,881
"Paris, Texas",1984,882
"Paris, Texas",1984,883
Kaze no tani no Naushika,1984,884
Kaze no tani no Naushika,1984,885
Kaze no tani no Naushika,1984,886
Kaze no tani no Naushika,1984,887
The Thing,1982,888
The Thing,1982,889
The Thing,1982,879
The Thing,1982,890
Pink Floyd: The Wall,1982,891
Pink Floyd: The Wall,1982,892
Pink Floyd: The Wall,1982,893
Pink Floyd: The Wall,1982,894
Fitzcarraldo,1982,895
Fitzcarraldo,1982,166
Fitzcarraldo,1982,896
Fitzcarraldo,1982,897
Fanny och Alexander,1982,898
Fanny och Alexander,1982,899
Fanny och Alexander,1982,900
Fanny och Alexander,1982,901
Blade Runner,1982,55
Blade Runner,1982,902
Blade Runner,1982,903
Blade Runner,1982,904
The Elephant Man,1980,99
The Elephant Man,1980,256
The Elephant Man,1980,905
The Elephant Man,1980,906
Life of Brian,1979,592
Life of Brian,1979,593
Life of Brian,1979,907
Life of Brian,1979,908
The Deer Hunter,1978,12
The Deer Hunter,1978,800
The Deer Hunter,1978,909
The Deer Hunter,1978,910
Rocky,1976,911
Rocky,1976,912
Rocky,1976,913
Rocky,1976,914
Network,1976,915
Network,1976,279
Network,1976,916
Network,1976,13
Barry Lyndon,1975,917
Barry Lyndon,1975,918
Barry Lyndon,1975,387
Barry Lyndon,1975,919
Zerkalo,1975,920
Zerkalo,1975,921
Zerkalo,1975,922
Zerkalo,1975,923
Chinatown,1974,58
Chinatown,1974,915
Chinatown,1974,924
Chinatown,1974,925
Paper Moon,1973,917
Paper Moon,1973,926
Paper Moon,1973,927
Paper Moon,1973,928
Viskningar och rop,1972,929
Viskningar och rop,1972,582
Viskningar och rop,1972,930
Viskningar och rop,1972,612
Solaris,1972,931
Solaris,1972,932
Solaris,1972,933
Solaris,1972,934
Le samouraï,1967,935
Le samouraï,1967,936
Le samouraï,1967,937
Le samouraï,1967,938
Cool Hand Luke,1967,382
Cool Hand Luke,1967,939
Cool Hand Luke,1967,940
Cool Hand Luke,1967,941
Persona,1966,611
Persona,1966,582
Persona,1966,942
Persona,1966,613
Andrei Rublev,1966,580
Andrei Rublev,1966,943
Andrei Rublev,1966,581
Andrei Rublev,1966,944
La battaglia di Algeri,1966,945
La battaglia di Algeri,1966,946
La battaglia di Algeri,1966,947
La battaglia di Algeri,1966,948
El ángel exterminador,1962,949
El ángel exterminador,1962,950
El ángel exterminador,1962,951
El ángel exterminador,1962,952
What Ever Happened to Baby Jane?,1962,630
What Ever Happened to Baby Jane?,1962,953
What Ever Happened to Baby Jane?,1962,954
What Ever Happened to Baby Jane?,1962,955
Sanjuro,1962,107
Sanjuro,1962,103
Sanjuro,1962,956
Sanjuro,1962,957
The Man Who Shot Liberty Valance,1962,111
The Man Who Shot Liberty Valance,1962,958
The Man Who Shot Liberty Valance,1962,170
The Man Who Shot Liberty Valance,1962,959
Ivanovo detstvo,1962,960
Ivanovo detstvo,1962,961
Ivanovo detstvo,1962,962
Ivanovo detstvo,1962,963
Jungfrukällan,1960,614
Jungfrukällan,1960,964
Jungfrukällan,1960,965
Jungfrukällan,1960,966
Inherit the Wind,1960,604
Inherit the Wind,1960,967
Inherit the Wind,1960,410
Inherit the Wind,1960,968
Les quatre cents coups,1959,969
Les quatre cents coups,1959,970
Les quatre cents coups,1959,971
Les quatre cents coups,1959,972
Ben-Hur,1959,973
Ben-Hur,1959,398
Ben-Hur,1959,974
Ben-Hur,1959,975
Kakushi-toride no san-akunin,1958,107
Kakushi-toride no san-akunin,1958,976
Kakushi-toride no san-akunin,1958,977
Kakushi-toride no san-akunin,1958,978
Le notti di Cabiria,1957,979
Le notti di Cabiria,1957,936
Le notti di Cabiria,1957,980
Le notti di Cabiria,1957,981
Kumonosu-jô,1957,107
Kumonosu-jô,1957,977
Kumonosu-jô,1957,982
Kumonosu-jô,1957,108
The Bridge on the River Kwai,1957,279
The Bridge on the River Kwai,1957,102
The Bridge on the River Kwai,1957,398
The Bridge on the River Kwai,1957,983
On the Waterfront,1954,4
On the Waterfront,1954,984
On the Waterfront,1954,15
On the Waterfront,1954,985
Le salaire de la peur,1953,986
Le salaire de la peur,1953,987
Le salaire de la peur,1953,988
Le salaire de la peur,1953,989
Ace in the Hole,1951,272
Ace in the Hole,1951,990
Ace in the Hole,1951,991
Ace in the Hole,1951,992
White Heat,1949,993
White Heat,1949,994
White Heat,1949,995
White Heat,1949,996
The Third Man,1949,423
The Third Man,1949,424
The Third Man,1949,997
The Third Man,1949,998
The Red Shoes,1948,999
The Red Shoes,1948,1000
The Red Shoes,1948,1001
The Red Shoes,1948,1002
The Shop Around the Corner,1940,1003
The Shop Around the Corner,1940,111
The Shop Around the Corner,1940,1004
The Shop Around the Corner,1940,1005
Rebecca,1940,1006
Rebecca,1940,1007
Rebecca,1940,632
Rebecca,1940,1008
Mr. Smith Goes to Washington,1939,111
Mr. Smith Goes to Washington,1939,1009
Mr. Smith Goes to Washington,1939,175
Mr. Smith Goes to Washington,1939,1010
Gone with the Wind,1939,1011
Gone with the Wind,1939,1012
Gone with the Wind,1939,1013
Gone with the Wind,1939,1014
La Grande Illusion,1937,1015
La Grande Illusion,1937,1016
La Grande Illusion,1937,1017
La Grande Illusion,1937,281
It Happened One Night,1934,1013
It Happened One Night,1934,1018
It Happened One Night,1934,1019
It Happened One Night,1934,1020
La passion de Jeanne d'Arc,1928,1021
La passion de Jeanne d'Arc,1928,1022
La passion de Jeanne d'Arc,1928,1023
La passion de Jeanne d'Arc,1928,1024
The Circus,1928,176
The Circus,1928,1025
The Circus,1928,1026
The Circus,1928,1027
Sunrise: A Song of Two Humans,1927,1028
Sunrise: A Song of Two Humans,1927,1029
Sunrise: A Song of Two Humans,1927,1030
Sunrise: A Song of Two Humans,1927,1031
The General,1926,643
The General,1926,643
The General,1926,1032
The General,1926,1033
Das Cabinet des Dr. Caligari,1920,1034
Das Cabinet des Dr. Caligari,1920,1035
Das Cabinet des Dr. Caligari,1920,1036
Das Cabinet des Dr. Caligari,1920,1037
Badhaai ho,2018,293
Badhaai ho,2018,1038
Badhaai ho,2018,1039
Badhaai ho,2018,201
Togo,2019,878
Togo,2019,1040
Togo,2019,1041
Togo,2019,1042
Airlift,2016,541
Airlift,2016,1043
Airlift,2016,1044
Airlift,2016,1045
Bajrangi Bhaijaan,2015,554
Bajrangi Bhaijaan,2015,1046
Bajrangi Bhaijaan,2015,483
Bajrangi Bhaijaan,2015,1047
Baby,2015,541
Baby,2015,1048
Baby,2015,460
Baby,2015,651
La La Land,2016,1049
La La Land,2016,1050
La La Land,2016,1051
La La Land,2016,119
Lion,2016,1052
Lion,2016,1053
Lion,2016,1054
Lion,2016,1055
The Martian,2015,86
The Martian,2015,76
The Martian,2015,1056
The Martian,2015,1057
Zootopia,2016,1058
Zootopia,2016,1059
Zootopia,2016,1060
Zootopia,2016,1061
Bãhubali: The Beginning,2015,459
Bãhubali: The Beginning,2015,460
Bãhubali: The Beginning,2015,1062
Bãhubali: The Beginning,2015,1063
Kaguyahime no monogatari,2013,1064
Kaguyahime no monogatari,2013,6
Kaguyahime no monogatari,2013,1065
Kaguyahime no monogatari,2013,1066
Wonder,2017,674
Wonder,2017,1067
Wonder,2017,1068
Wonder,2017,1069
Gully Boy,2019,1070
Gully Boy,2019,1071
Gully Boy,2019,1072
Gully Boy,2019,1073
Special Chabbis,2013,541
Special Chabbis,2013,739
Special Chabbis,2013,481
Special Chabbis,2013,741
Short Term 12,2013,673
Short Term 12,2013,1074
Short Term 12,2013,1075
Short Term 12,2013,1076
Serbuan maut 2: Berandal,2014,1077
Serbuan maut 2: Berandal,2014,1078
Serbuan maut 2: Berandal,2014,1079
Serbuan maut 2: Berandal,2014,1080
The Imitation Game,2014,1081
The Imitation Game,2014,1082
The Imitation Game,2014,1083
The Imitation Game,2014,1084
Guardians of the Galaxy,2014,1085
Guardians of the Galaxy,2014,1086
Guardians of the Galaxy,2014,1087
Guardians of the Galaxy,2014,1088
Blade Runner 2049,2017,55
Blade Runner 2049,2017,1049
Blade Runner 2049,2017,1089
Blade Runner 2049,2017,1090
Her,2013,115
Her,2013,1091
Her,2013,127
Her,2013,1054
Bohemian Rhapsody,2018,1092
Bohemian Rhapsody,2018,1093
Bohemian Rhapsody,2018,1094
Bohemian Rhapsody,2018,1095
The Revenant,2015,30
The Revenant,2015,218
The Revenant,2015,1096
The Revenant,2015,1097
The Perks of Being a Wallflower,2012,1098
The Perks of Being a Wallflower,2012,747
The Perks of Being a Wallflower,2012,1099
The Perks of Being a Wallflower,2012,1100
Tropa de Elite 2: O Inimigo Agora é Outro,2010,1101
Tropa de Elite 2: O Inimigo Agora é Outro,2010,1102
Tropa de Elite 2: O Inimigo Agora é Outro,2010,1103
Tropa de Elite 2: O Inimigo Agora é Outro,2010,1104
The King's Speech,2010,288
The King's Speech,2010,1105
The King's Speech,2010,1106
The King's Speech,2010,1107
The Help,2011,1050
The Help,2011,734
The Help,2011,1108
The Help,2011,1109
Deadpool,2016,1110
Deadpool,2016,1111
Deadpool,2016,1112
Deadpool,2016,1113
Darbareye Elly,2009,1114
Darbareye Elly,2009,308
Darbareye Elly,2009,1115
Darbareye Elly,2009,1116
Dev.D,2009,731
Dev.D,2009,489
Dev.D,2009,1117
Dev.D,2009,1118
Yip Man,2008,1119
Yip Man,2008,1120
Yip Man,2008,1121
Yip Man,2008,1122
My Name Is Khan,2010,506
My Name Is Khan,2010,845
My Name Is Khan,2010,1123
My Name Is Khan,2010,1124
Nefes: Vatan Sagolsun,2009,187
Nefes: Vatan Sagolsun,2009,1125
Nefes: Vatan Sagolsun,2009,1126
Nefes: Vatan Sagolsun,2009,1127
Slumdog Millionaire,2008,1128
Slumdog Millionaire,2008,1052
Slumdog Millionaire,2008,1129
Slumdog Millionaire,2008,712
Black Swan,2010,144
Black Swan,2010,1130
Black Swan,2010,841
Black Swan,2010,1131
Tropa de Elite,2007,1101
Tropa de Elite,2007,1103
Tropa de Elite,2007,1132
Tropa de Elite,2007,1104
The Avengers,2012,207
The Avengers,2012,208
The Avengers,2012,127
The Avengers,2012,1133
Persepolis,2007,1134
Persepolis,2007,1135
Persepolis,2007,1136
Persepolis,2007,1137
Dallas Buyers Club,2013,74
Dallas Buyers Club,2013,1138
Dallas Buyers Club,2013,335
Dallas Buyers Club,2013,1139
The Pursuit of Happyness,2006,1140
The Pursuit of Happyness,2006,1141
The Pursuit of Happyness,2006,1142
The Pursuit of Happyness,2006,1143
Blood Diamond,2006,30
Blood Diamond,2006,1144
Blood Diamond,2006,336
Blood Diamond,2006,1145
The Bourne Ultimatum,2007,86
The Bourne Ultimatum,2007,1146
The Bourne Ultimatum,2007,755
The Bourne Ultimatum,2007,1147
Bin-jip,2004,1148
Bin-jip,2004,1149
Bin-jip,2004,1150
Bin-jip,2004,1151
Sin City,2005,1152
Sin City,2005,1153
Sin City,2005,1154
Sin City,2005,1155
Le scaphandre et le papillon,2007,1156
Le scaphandre et le papillon,2007,693
Le scaphandre et le papillon,2007,1157
Le scaphandre et le papillon,2007,1158
G.O.R.A.,2004,1159
G.O.R.A.,2004,1160
G.O.R.A.,2004,1161
G.O.R.A.,2004,1162
Ratatouille,2007,1163
Ratatouille,2007,1164
Ratatouille,2007,1165
Ratatouille,2007,1166
Casino Royale,2006,1167
Casino Royale,2006,1168
Casino Royale,2006,1169
Casino Royale,2006,1170
Kill Bill: Vol. 2,2004,23
Kill Bill: Vol. 2,2004,795
Kill Bill: Vol. 2,2004,357
Kill Bill: Vol. 2,2004,796
Vozvrashchenie,2003,1171
Vozvrashchenie,2003,1172
Vozvrashchenie,2003,1173
Vozvrashchenie,2003,1174
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,1175
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,1176
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,1177
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,1178
Mar adentro,2014,772
Mar adentro,2014,1179
Mar adentro,2014,1180
Mar adentro,2014,1181
Cinderella Man,2005,133
Cinderella Man,2005,1182
Cinderella Man,2005,1183
Cinderella Man,2005,1184
Kal Ho Naa Ho,2003,794
Kal Ho Naa Ho,2003,506
Kal Ho Naa Ho,2003,792
Kal Ho Naa Ho,2003,1185
Mou gaan dou,2002,1186
Mou gaan dou,2002,1187
Mou gaan dou,2002,827
Mou gaan dou,2002,1188
Pirates of the Caribbean: The Curse of the Black Pearl,2003,1189
Pirates of the Caribbean: The Curse of the Black Pearl,2003,1105
Pirates of the Caribbean: The Curse of the Black Pearl,2003,21
Pirates of the Caribbean: The Curse of the Black Pearl,2003,1082
Big Fish,2003,831
Big Fish,2003,1190
Big Fish,2003,242
Big Fish,2003,1191
The Incredibles,2004,1192
The Incredibles,2004,24
The Incredibles,2004,1193
The Incredibles,2004,1194
Yeopgijeogin geunyeo,2001,1195
Yeopgijeogin geunyeo,2001,1196
Yeopgijeogin geunyeo,2001,1197
Yeopgijeogin geunyeo,2001,1198
Dogville,2003,1053
Dogville,2003,1199
Dogville,2003,1200
Dogville,2003,929
Vizontele,2001,1201
Vizontele,2001,1202
Vizontele,2001,686
Vizontele,2001,1203
Donnie Darko,2001,733
Donnie Darko,2001,1204
Donnie Darko,2001,1205
Donnie Darko,2001,1206
Magnolia,1999,1207
Magnolia,1999,167
Magnolia,1999,826
Magnolia,1999,759
Dancer in the Dark,2000,1208
Dancer in the Dark,2000,1136
Dancer in the Dark,2000,90
Dancer in the Dark,2000,1209
The Straight Story,1999,1210
The Straight Story,1999,1211
The Straight Story,1999,1212
The Straight Story,1999,1213
Pâfekuto burû,1997,1214
Pâfekuto burû,1997,1215
Pâfekuto burû,1997,1216
Pâfekuto burû,1997,1217
Festen,1998,1218
Festen,1998,1219
Festen,1998,302
Festen,1998,1220
Central do Brasil,1998,1221
Central do Brasil,1998,1222
Central do Brasil,1998,1223
Central do Brasil,1998,1224
The Iron Giant,1999,1225
The Iron Giant,1999,1226
The Iron Giant,1999,1227
The Iron Giant,1999,1086
Knockin' on Heaven's Door,1997,1228
Knockin' on Heaven's Door,1997,1229
Knockin' on Heaven's Door,1997,1230
Knockin' on Heaven's Door,1997,1231
Sling Blade,1996,1232
Sling Blade,1996,1233
Sling Blade,1996,1234
Sling Blade,1996,1235
Secrets & Lies,1996,1236
Secrets & Lies,1996,1237
Secrets & Lies,1996,1238
Secrets & Lies,1996,1239
Twelve Monkeys,1995,25
Twelve Monkeys,1995,1240
Twelve Monkeys,1995,34
Twelve Monkeys,1995,1241
Kôkaku Kidôtai,1995,1242
Kôkaku Kidôtai,1995,1243
Kôkaku Kidôtai,1995,1244
Kôkaku Kidôtai,1995,1245
The Nightmare Before Christmas,1993,1246
The Nightmare Before Christmas,1993,1247
The Nightmare Before Christmas,1993,1248
The Nightmare Before Christmas,1993,1249
Groundhog Day,1993,1250
Groundhog Day,1993,1251
Groundhog Day,1993,1252
Groundhog Day,1993,1253
Bound by Honor,1993,1254
Bound by Honor,1993,1255
Bound by Honor,1993,214
Bound by Honor,1993,1256
Scent of a Woman,1992,5
Scent of a Woman,1992,1257
Scent of a Woman,1992,1258
Scent of a Woman,1992,1259
Aladdin,1992,1260
Aladdin,1992,1261
Aladdin,1992,341
Aladdin,1992,1262
JFK,1991,1263
JFK,1991,143
JFK,1991,399
JFK,1991,1264
Beauty and the Beast,1991,1265
Beauty and the Beast,1991,1266
Beauty and the Beast,1991,1267
Beauty and the Beast,1991,1268
Dances with Wolves,1990,1263
Dances with Wolves,1990,1205
Dances with Wolves,1990,1269
Dances with Wolves,1990,1270
Do the Right Thing,1989,145
Do the Right Thing,1989,1271
Do the Right Thing,1989,1272
Do the Right Thing,1989,1273
Rain Man,1988,1274
Rain Man,1988,1207
Rain Man,1988,650
Rain Man,1988,1275
Akira,1988,1276
Akira,1988,1277
Akira,1988,1278
Akira,1988,1279
The Princess Bride,1987,1280
The Princess Bride,1987,1281
The Princess Bride,1987,40
The Princess Bride,1987,1247
Der Himmel über Berlin,1987,531
Der Himmel über Berlin,1987,1282
Der Himmel über Berlin,1987,1283
Der Himmel über Berlin,1987,1284
Au revoir les enfants,1987,1285
Au revoir les enfants,1987,1286
Au revoir les enfants,1987,1287
Au revoir les enfants,1987,1288
Tenkû no shiro Rapyuta,1986,1289
Tenkû no shiro Rapyuta,1986,1290
Tenkû no shiro Rapyuta,1986,1291
Tenkû no shiro Rapyuta,1986,1292
The Terminator,1984,150
The Terminator,1984,151
The Terminator,1984,367
The Terminator,1984,1293
Gandhi,1982,28
Gandhi,1982,906
Gandhi,1982,1294
Gandhi,1982,1295
Kagemusha,1980,103
Kagemusha,1980,752
Kagemusha,1980,1296
Kagemusha,1980,574
Being There,1979,264
Being There,1979,400
Being There,1979,1297
Being There,1979,1298
Annie Hall,1977,1299
Annie Hall,1977,7
Annie Hall,1977,1300
Annie Hall,1977,1301
Jaws,1975,1302
Jaws,1975,384
Jaws,1975,1303
Jaws,1975,1304
Dog Day Afternoon,1975,5
Dog Day Afternoon,1975,909
Dog Day Afternoon,1975,1305
Dog Day Afternoon,1975,1306
Young Frankenstein,1974,1307
Young Frankenstein,1974,927
Young Frankenstein,1974,1308
Young Frankenstein,1974,1309
Papillon,1973,595
Papillon,1973,1274
Papillon,1973,1310
Papillon,1973,1311
The Exorcist,1973,334
The Exorcist,1973,614
The Exorcist,1973,1312
The Exorcist,1973,15
Sleuth,1972,1006
Sleuth,1972,11
Sleuth,1972,1313
Sleuth,1972,1314
The Last Picture Show,1971,1315
The Last Picture Show,1971,825
The Last Picture Show,1971,380
The Last Picture Show,1971,1316
Fiddler on the Roof,1971,1317
Fiddler on the Roof,1971,1318
Fiddler on the Roof,1971,1319
Fiddler on the Roof,1971,1320
Il conformista,1970,851
Il conformista,1970,1321
Il conformista,1970,1322
Il conformista,1970,1323
Butch Cassidy and the Sundance Kid,1969,382
Butch Cassidy and the Sundance Kid,1969,383
Butch Cassidy and the Sundance Kid,1969,1324
Butch Cassidy and the Sundance Kid,1969,940
Rosemary's Baby,1968,1325
Rosemary's Baby,1968,1326
Rosemary's Baby,1968,1327
Rosemary's Baby,1968,1328
Planet of the Apes,1968,973
Planet of the Apes,1968,1329
Planet of the Apes,1968,1330
Planet of the Apes,1968,1331
The Graduate,1967,1274
The Graduate,1967,905
The Graduate,1967,1324
The Graduate,1967,1332
Who's Afraid of Virginia Woolf?,1966,1333
Who's Afraid of Virginia Woolf?,1966,1334
Who's Afraid of Virginia Woolf?,1966,1335
Who's Afraid of Virginia Woolf?,1966,1336
The Sound of Music,1965,1337
The Sound of Music,1965,540
The Sound of Music,1965,1338
The Sound of Music,1965,1339
Doctor Zhivago,1965,1340
Doctor Zhivago,1965,1341
Doctor Zhivago,1965,1342
Doctor Zhivago,1965,985
Per un pugno di dollari,1964,43
Per un pugno di dollari,1964,394
Per un pugno di dollari,1964,1343
Per un pugno di dollari,1964,1344
8½,1963,1345
8½,1963,1346
8½,1963,166
8½,1963,1347
Vivre sa vie: Film en douze tableaux,1962,1348
Vivre sa vie: Film en douze tableaux,1962,1349
Vivre sa vie: Film en douze tableaux,1962,1350
Vivre sa vie: Film en douze tableaux,1962,1351
The Hustler,1961,382
The Hustler,1961,1352
The Hustler,1961,1353
The Hustler,1961,265
La dolce vita,1960,1345
La dolce vita,1960,1354
La dolce vita,1960,1346
La dolce vita,1960,1355
Rio Bravo,1959,958
Rio Bravo,1959,1356
Rio Bravo,1959,1357
Rio Bravo,1959,1358
Anatomy of a Murder,1959,111
Anatomy of a Murder,1959,1359
Anatomy of a Murder,1959,1360
Anatomy of a Murder,1959,1361
Touch of Evil,1958,973
Touch of Evil,1958,423
Touch of Evil,1958,169
Touch of Evil,1958,1362
Cat on a Hot Tin Roof,1958,1333
Cat on a Hot Tin Roof,1958,382
Cat on a Hot Tin Roof,1958,1363
Cat on a Hot Tin Roof,1958,1364
Sweet Smell of Success,1957,605
Sweet Smell of Success,1957,608
Sweet Smell of Success,1957,1365
Sweet Smell of Success,1957,1366
The Killing,1956,266
The Killing,1956,1367
The Killing,1956,1368
The Killing,1956,1369
The Night of the Hunter,1955,1370
The Night of the Hunter,1955,1371
The Night of the Hunter,1955,1372
The Night of the Hunter,1955,1373
La Strada,1954,397
La Strada,1954,979
La Strada,1954,1374
La Strada,1954,1375
Les diaboliques,1955,1376
Les diaboliques,1955,1377
Les diaboliques,1955,1378
Les diaboliques,1955,987
Stalag 17,1953,279
Stalag 17,1953,1379
Stalag 17,1953,1380
Stalag 17,1953,1381
Roman Holiday,1953,598
Roman Holiday,1953,1382
Roman Holiday,1953,1383
Roman Holiday,1953,1384
A Streetcar Named Desire,1951,1014
A Streetcar Named Desire,1951,4
A Streetcar Named Desire,1951,1330
A Streetcar Named Desire,1951,984
In a Lonely Place,1950,172
In a Lonely Place,1950,1385
In a Lonely Place,1950,1386
In a Lonely Place,1950,1387
Kind Hearts and Coronets,1949,1388
Kind Hearts and Coronets,1949,102
Kind Hearts and Coronets,1949,1389
Kind Hearts and Coronets,1949,1390
Rope,1948,111
Rope,1948,1391
Rope,1948,1392
Rope,1948,1393
Out of the Past,1947,1370
Out of the Past,1947,1394
Out of the Past,1947,272
Out of the Past,1947,1395
Brief Encounter,1945,1396
Brief Encounter,1945,998
Brief Encounter,1945,1397
Brief Encounter,1945,1398
Laura,1944,1399
Laura,1944,1400
Laura,1944,1401
Laura,1944,1402
The Best Years of Our Lives,1946,1403
The Best Years of Our Lives,1946,1400
The Best Years of Our Lives,1946,967
The Best Years of Our Lives,1946,1404
Arsenic and Old Lace,1942,403
Arsenic and Old Lace,1942,1405
Arsenic and Old Lace,1942,1406
Arsenic and Old Lace,1942,1364
The Maltese Falcon,1941,172
The Maltese Falcon,1941,1407
The Maltese Falcon,1941,1408
The Maltese Falcon,1941,427
The Grapes of Wrath,1940,14
The Grapes of Wrath,1940,1409
The Grapes of Wrath,1940,1410
The Grapes of Wrath,1940,1411
The Wizard of Oz,1939,1011
The Wizard of Oz,1939,1412
The Wizard of Oz,1939,1413
The Wizard of Oz,1939,1414
La règle du jeu,1939,1415
La règle du jeu,1939,1416
La règle du jeu,1939,1417
La règle du jeu,1939,1418
The Thin Man,1934,1419
The Thin Man,1934,1403
The Thin Man,1934,1420
The Thin Man,1934,1421
All Quiet on the Western Front,1930,1422
All Quiet on the Western Front,1930,1423
All Quiet on the Western Front,1930,1424
All Quiet on the Western Front,1930,1425
Bronenosets Potemkin,1925,1426
Bronenosets Potemkin,1925,1427
Bronenosets Potemkin,1925,1428
Bronenosets Potemkin,1925,1429
Knives Out,2019,1167
Knives Out,2019,208
Knives Out,2019,1089
Knives Out,2019,1430
Dil Bechara,2020,438
Dil Bechara,2020,1431
Dil Bechara,2020,1432
Dil Bechara,2020,1433
Manbiki kazoku,2018,1434
Manbiki kazoku,2018,1435
Manbiki kazoku,2018,1436
Manbiki kazoku,2018,1437
Marriage Story,2019,1438
Marriage Story,2019,127
Marriage Story,2019,1439
Marriage Story,2019,1440
Call Me by Your Name,2017,1441
Call Me by Your Name,2017,1442
Call Me by Your Name,2017,1443
Call Me by Your Name,2017,1444
"I, Daniel Blake",2016,1156
"I, Daniel Blake",2016,1445
"I, Daniel Blake",2016,1446
"I, Daniel Blake",2016,1447
Isle of Dogs,2018,1448
Isle of Dogs,2018,1449
Isle of Dogs,2018,35
Isle of Dogs,2018,1450
Hunt for the Wilderpeople,2016,857
Hunt for the Wilderpeople,2016,1451
Hunt for the Wilderpeople,2016,1452
Hunt for the Wilderpeople,2016,1453
Captain Fantastic,2016,19
Captain Fantastic,2016,286
Captain Fantastic,2016,1454
Captain Fantastic,2016,1455
Sing Street,2016,1456
Sing Street,2016,1457
Sing Street,2016,1458
Sing Street,2016,1459
Thor: Ragnarok,2017,210
Thor: Ragnarok,2017,1460
Thor: Ragnarok,2017,1461
Thor: Ragnarok,2017,209
Nightcrawler,2014,733
Nightcrawler,2014,1462
Nightcrawler,2014,1463
Nightcrawler,2014,1464
Jojo Rabbit,2019,1465
Jojo Rabbit,2019,1466
Jojo Rabbit,2019,127
Jojo Rabbit,2019,1467
Arrival,2016,1091
Arrival,2016,1133
Arrival,2016,1468
Arrival,2016,1443
Star Wars: Episode VII - The Force Awakens,2015,1469
Star Wars: Episode VII - The Force Awakens,2015,1470
Star Wars: Episode VII - The Force Awakens,2015,1471
Star Wars: Episode VII - The Force Awakens,2015,1097
Before Midnight,2013,783
Before Midnight,2013,784
Before Midnight,2013,1472
Before Midnight,2013,1473
X-Men: Days of Future Past,2014,670
X-Men: Days of Future Past,2014,20
X-Men: Days of Future Past,2014,126
X-Men: Days of Future Past,2014,1474
Bir Zamanlar Anadolu'da,2011,1475
Bir Zamanlar Anadolu'da,2011,1202
Bir Zamanlar Anadolu'da,2011,1476
Bir Zamanlar Anadolu'da,2011,1477
The Artist,2011,1478
The Artist,2011,1479
The Artist,2011,806
The Artist,2011,1480
Edge of Tomorrow,2014,1207
Edge of Tomorrow,2014,1481
Edge of Tomorrow,2014,1463
