Series_Title,Released_Year,Actor_Id
Edge of Tomorrow,2014,724
Amour,2012,851
Amour,2012,1482
Amour,2012,1483
Amour,2012,1484
The Irishman,2019,12
The Irishman,2019,5
The Irishman,2019,52
The Irishman,2019,355
Un prophète,2009,1485
Un prophète,2009,1486
Un prophète,2009,1487
Un prophète,2009,1488
Moon,2009,454
Moon,2009,96
Moon,2009,1489
Moon,2009,1490
Låt den rätte komma in,2008,1491
Låt den rätte komma in,2008,1492
Låt den rätte komma in,2008,1493
Låt den rätte komma in,2008,1494
District 9,2009,1495
District 9,2009,1496
District 9,2009,1497
District 9,2009,1498
The Wrestler,2008,1154
The Wrestler,2008,1499
The Wrestler,2008,1500
The Wrestler,2008,1501
Jab We Met,2007,668
Jab We Met,2007,1047
Jab We Met,2007,1502
Jab We Met,2007,1503
Boyhood,2014,1504
Boyhood,2014,1505
Boyhood,2014,783
Boyhood,2014,1506
"4 luni, 3 saptamâni si 2 zile",2007,1507
"4 luni, 3 saptamâni si 2 zile",2007,1508
"4 luni, 3 saptamâni si 2 zile",2007,1509
"4 luni, 3 saptamâni si 2 zile",2007,1510
Star Trek,2009,1511
Star Trek,2009,1512
Star Trek,2009,1513
Star Trek,2009,1514
In Bruges,2008,1515
In Bruges,2008,724
In Bruges,2008,512
In Bruges,2008,1516
The Man from Earth,2007,1517
The Man from Earth,2007,1518
The Man from Earth,2007,1519
The Man from Earth,2007,1520
Letters from Iwo Jima,2006,33
Letters from Iwo Jima,2006,1521
Letters from Iwo Jima,2006,1522
Letters from Iwo Jima,2006,1523
The Fall,2006,1524
The Fall,2006,1525
The Fall,2006,1526
The Fall,2006,1527
Life of Pi,2012,1528
Life of Pi,2012,456
Life of Pi,2012,1529
Life of Pi,2012,294
Fantastic Mr. Fox,2009,1530
Fantastic Mr. Fox,2009,1531
Fantastic Mr. Fox,2009,1250
Fantastic Mr. Fox,2009,464
C.R.A.Z.Y.,2005,1532
C.R.A.Z.Y.,2005,1533
C.R.A.Z.Y.,2005,1534
C.R.A.Z.Y.,2005,1535
Les choristes,2004,1536
Les choristes,2004,1537
Les choristes,2004,1538
Les choristes,2004,1539
Iron Man,2008,207
Iron Man,2008,1540
Iron Man,2008,1541
Iron Man,2008,825
Shaun of the Dead,2004,1513
Shaun of the Dead,2004,1542
Shaun of the Dead,2004,1543
Shaun of the Dead,2004,1544
Gegen die Wand,2004,1545
Gegen die Wand,2004,1546
Gegen die Wand,2004,1547
Gegen die Wand,2004,1548
Mystic River,2003,1549
Mystic River,2003,0
Mystic River,2003,1550
Mystic River,2003,1551
Harry Potter and the Prisoner of Azkaban,2004,746
Harry Potter and the Prisoner of Azkaban,2004,747
Harry Potter and the Prisoner of Azkaban,2004,748
Harry Potter and the Prisoner of Azkaban,2004,1552
Ying xiong,2002,1553
Ying xiong,2002,827
Ying xiong,2002,828
Ying xiong,2002,1554
Hable con ella,2002,1555
Hable con ella,2002,1556
Hable con ella,2002,677
Hable con ella,2002,1557
No Man's Land,2001,1558
No Man's Land,2001,1559
No Man's Land,2001,1560
No Man's Land,2001,1561
Cowboy Bebop: Tengoku no tobira,2001,1562
Cowboy Bebop: Tengoku no tobira,2001,1563
Cowboy Bebop: Tengoku no tobira,2001,1564
Cowboy Bebop: Tengoku no tobira,2001,1565
The Bourne Identity,2002,1566
The Bourne Identity,2002,86
The Bourne Identity,2002,1567
The Bourne Identity,2002,1155
Nueve reinas,2000,492
Nueve reinas,2000,1568
Nueve reinas,2000,1569
Nueve reinas,2000,1570
Children of Men,2006,826
Children of Men,2006,1155
Children of Men,2006,713
Children of Men,2006,11
Almost Famous,2000,242
Almost Famous,2000,1571
Almost Famous,2000,1572
Almost Famous,2000,452
Mulholland Dr.,2001,1573
Mulholland Dr.,2001,1574
Mulholland Dr.,2001,1575
Mulholland Dr.,2001,1576
Toy Story 2,1999,1577
Toy Story 2,1999,797
Toy Story 2,1999,39
Toy Story 2,1999,348
Boogie Nights,1997,128
Boogie Nights,1997,826
Boogie Nights,1997,1578
Boogie Nights,1997,1579
Mimi wo sumaseba,1995,1580
Mimi wo sumaseba,1995,1581
Mimi wo sumaseba,1995,1582
Mimi wo sumaseba,1995,1583
Once Were Warriors,1994,1584
Once Were Warriors,1994,1585
Once Were Warriors,1994,1586
Once Were Warriors,1994,1587
True Romance,1993,1588
True Romance,1993,1505
True Romance,1993,1589
True Romance,1993,551
Trois couleurs: Bleu,1993,1590
Trois couleurs: Bleu,1993,1591
Trois couleurs: Bleu,1993,784
Trois couleurs: Bleu,1993,1592
Jûbê ninpûchô,1993,1245
Jûbê ninpûchô,1993,1593
Jûbê ninpûchô,1993,1594
Jûbê ninpûchô,1993,1595
Carlito's Way,1993,5
Carlito's Way,1993,1549
Carlito's Way,1993,1596
Carlito's Way,1993,1597
Edward Scissorhands,1990,1189
Edward Scissorhands,1990,1131
Edward Scissorhands,1990,1598
Edward Scissorhands,1990,1599
My Left Foot: The Story of Christy Brown,1989,510
My Left Foot: The Story of Christy Brown,1989,1600
My Left Foot: The Story of Christy Brown,1989,1601
My Left Foot: The Story of Christy Brown,1989,1602
Crimes and Misdemeanors,1989,1603
Crimes and Misdemeanors,1989,1299
Crimes and Misdemeanors,1989,1604
Crimes and Misdemeanors,1989,1605
The Untouchables,1987,1263
The Untouchables,1987,559
The Untouchables,1987,12
The Untouchables,1987,1606
Hannah and Her Sisters,1986,1325
Hannah and Her Sisters,1986,1598
Hannah and Her Sisters,1986,11
Hannah and Her Sisters,1986,1607
Brazil,1985,1608
Brazil,1985,1609
Brazil,1985,12
Brazil,1985,1610
This Is Spinal Tap,1984,1611
This Is Spinal Tap,1984,1612
This Is Spinal Tap,1984,1613
This Is Spinal Tap,1984,1614
A Christmas Story,1983,1615
A Christmas Story,1983,1616
A Christmas Story,1983,1617
A Christmas Story,1983,1618
The Blues Brothers,1980,1619
The Blues Brothers,1980,1620
The Blues Brothers,1980,1621
The Blues Brothers,1980,1622
Manhattan,1979,1299
Manhattan,1979,7
Manhattan,1979,1623
Manhattan,1979,1624
All That Jazz,1979,1302
All That Jazz,1979,1191
All That Jazz,1979,1625
All That Jazz,1979,1626
Dawn of the Dead,1978,1627
Dawn of the Dead,1978,1628
Dawn of the Dead,1978,1629
Dawn of the Dead,1978,1630
All the President's Men,1976,1274
All the President's Men,1976,383
All the President's Men,1976,1298
All the President's Men,1976,16
La montaña sagrada,1973,1631
La montaña sagrada,1973,1632
La montaña sagrada,1973,1633
La montaña sagrada,1973,1634
Amarcord,1973,1635
Amarcord,1973,1636
Amarcord,1973,1637
Amarcord,1973,1638
Le charme discret de la bourgeoisie,1972,1639
Le charme discret de la bourgeoisie,1972,1640
Le charme discret de la bourgeoisie,1972,1641
Le charme discret de la bourgeoisie,1972,1642
"Aguirre, der Zorn Gottes",1972,895
"Aguirre, der Zorn Gottes",1972,1643
"Aguirre, der Zorn Gottes",1972,1644
"Aguirre, der Zorn Gottes",1972,1645
Harold and Maude,1971,1327
Harold and Maude,1971,1646
Harold and Maude,1971,1647
Harold and Maude,1971,1648
Patton,1970,265
Patton,1970,984
Patton,1970,1649
Patton,1970,1650
The Wild Bunch,1969,279
The Wild Bunch,1969,1651
The Wild Bunch,1969,1652
The Wild Bunch,1969,995
Night of the Living Dead,1968,1653
Night of the Living Dead,1968,1654
Night of the Living Dead,1968,1655
Night of the Living Dead,1968,1656
The Lion in Winter,1968,396
The Lion in Winter,1968,1657
The Lion in Winter,1968,99
The Lion in Winter,1968,1658
In the Heat of the Night,1967,1659
In the Heat of the Night,1967,985
In the Heat of the Night,1967,1660
In the Heat of the Night,1967,1661
Charade,1963,403
Charade,1963,1382
Charade,1963,1264
Charade,1963,1662
The Manchurian Candidate,1962,1663
The Manchurian Candidate,1962,1664
The Manchurian Candidate,1962,169
The Manchurian Candidate,1962,1665
Spartacus,1960,272
Spartacus,1960,1006
Spartacus,1960,1666
Spartacus,1960,270
L'avventura,1960,1667
L'avventura,1960,1668
L'avventura,1960,1669
L'avventura,1960,1670
Hiroshima mon amour,1959,1482
Hiroshima mon amour,1959,1671
Hiroshima mon amour,1959,1672
Hiroshima mon amour,1959,1673
The Ten Commandments,1956,973
The Ten Commandments,1956,1674
The Ten Commandments,1956,631
The Ten Commandments,1956,421
The Searchers,1956,958
The Searchers,1956,1675
The Searchers,1956,170
The Searchers,1956,1676
East of Eden,1955,1677
East of Eden,1955,1406
East of Eden,1955,1678
East of Eden,1955,1363
High Noon,1952,1679
High Noon,1952,276
High Noon,1952,114
High Noon,1952,1680
Strangers on a Train,1951,1392
Strangers on a Train,1951,1681
Strangers on a Train,1951,1682
Strangers on a Train,1951,1683
Harvey,1950,111
Harvey,1950,1684
Harvey,1950,1685
Harvey,1950,1686
Miracle on 34th Street,1947,1687
Miracle on 34th Street,1947,1688
Miracle on 34th Street,1947,1689
Miracle on 34th Street,1947,1690
Notorious,1946,403
Notorious,1946,173
Notorious,1946,175
Notorious,1946,1691
The Big Sleep,1946,172
The Big Sleep,1946,1200
The Big Sleep,1946,1692
The Big Sleep,1946,1693
The Lost Weekend,1945,621
The Lost Weekend,1945,1694
The Lost Weekend,1945,1695
The Lost Weekend,1945,1696
The Philadelphia Story,1940,403
The Philadelphia Story,1940,1657
The Philadelphia Story,1940,111
The Philadelphia Story,1940,1697
His Girl Friday,1940,403
His Girl Friday,1940,1698
His Girl Friday,1940,1699
His Girl Friday,1940,1690
The Adventures of Robin Hood,1938,1700
The Adventures of Robin Hood,1938,1701
The Adventures of Robin Hood,1938,1702
The Adventures of Robin Hood,1938,1703
A Night at the Opera,1935,1704
A Night at the Opera,1935,1705
A Night at the Opera,1935,1706
A Night at the Opera,1935,1707
King Kong,1933,1708
King Kong,1933,1709
King Kong,1933,1710
King Kong,1933,1711
Freaks,1932,1684
Freaks,1932,1712
Freaks,1932,1713
Freaks,1932,1714
Nosferatu,1922,1715
Nosferatu,1922,1716
Nosferatu,1922,1717
Nosferatu,1922,1718
The Gentlemen,2019,74
The Gentlemen,2019,1719
The Gentlemen,2019,1720
The Gentlemen,2019,1721
Raazi,2018,1722
Raazi,2018,442
Raazi,2018,1723
Raazi,2018,1724
Sound of Metal,2019,1464
Sound of Metal,2019,1725
Sound of Metal,2019,1726
Sound of Metal,2019,1727
Forushande,2016,308
Forushande,2016,1115
Forushande,2016,1728
Forushande,2016,1729
Dunkirk,2017,1730
Dunkirk,2017,1731
Dunkirk,2017,1732
Dunkirk,2017,218
Perfetti sconosciuti,2016,1733
Perfetti sconosciuti,2016,1734
Perfetti sconosciuti,2016,1735
Perfetti sconosciuti,2016,1736
Hidden Figures,2016,1737
Hidden Figures,2016,1108
Hidden Figures,2016,1738
Hidden Figures,2016,1263
Paddington 2,2017,1739
Paddington 2,2017,1740
Paddington 2,2017,1741
Paddington 2,2017,1742
Udta Punjab,2016,668
Udta Punjab,2016,1722
Udta Punjab,2016,1047
Udta Punjab,2016,1743
Kubo and the Two Strings,2016,736
Kubo and the Two Strings,2016,1744
Kubo and the Two Strings,2016,74
Kubo and the Two Strings,2016,27
M.S. Dhoni: The Untold Story,2016,438
M.S. Dhoni: The Untold Story,2016,1745
M.S. Dhoni: The Untold Story,2016,739
M.S. Dhoni: The Untold Story,2016,1746
Manchester by the Sea,2016,1747
Manchester by the Sea,2016,1748
Manchester by the Sea,2016,1749
Manchester by the Sea,2016,1750
Under sandet,2015,1751
Under sandet,2015,1752
Under sandet,2015,1753
Under sandet,2015,1754
Rogue One,2016,1755
Rogue One,2016,1756
Rogue One,2016,1757
Rogue One,2016,1119
Captain America: Civil War,2016,206
Captain America: Civil War,2016,208
Captain America: Civil War,2016,207
Captain America: Civil War,2016,127
The Hateful Eight,2015,24
The Hateful Eight,2015,888
The Hateful Eight,2015,1758
The Hateful Eight,2015,1759
Little Women,2019,1760
Little Women,2019,747
Little Women,2019,1761
Little Women,2019,1762
Loving Vincent,2017,1763
Loving Vincent,2017,1764
Loving Vincent,2017,1765
Loving Vincent,2017,1766
Pride,2014,1767
Pride,2014,1768
Pride,2014,1769
Pride,2014,1770
Le passé,2013,1479
Le passé,2013,1485
Le passé,2013,1771
Le passé,2013,1772
La grande bellezza,2013,1773
La grande bellezza,2013,1774
La grande bellezza,2013,1775
La grande bellezza,2013,1776
The Lunchbox,2013,456
The Lunchbox,2013,1043
The Lunchbox,2013,483
The Lunchbox,2013,1777
Vicky Donor,2012,293
Vicky Donor,2012,444
Vicky Donor,2012,1778
Vicky Donor,2012,1779
Big Hero 6,2014,1780
Big Hero 6,2014,1781
Big Hero 6,2014,1782
Big Hero 6,2014,1783
About Time,2013,1097
About Time,2013,721
About Time,2013,1767
About Time,2013,1784
English Vinglish,2012,1785
English Vinglish,2012,1529
English Vinglish,2012,1786
English Vinglish,2012,1787
Kaze tachinu,2013,1788
Kaze tachinu,2013,1789
Kaze tachinu,2013,1790
Kaze tachinu,2013,1791
Toy Story 4,2019,39
Toy Story 4,2019,348
Toy Story 4,2019,1792
Toy Story 4,2019,1793
La migliore offerta,2013,1105
La migliore offerta,2013,1794
La migliore offerta,2013,1795
La migliore offerta,2013,1796
Moonrise Kingdom,2012,1797
Moonrise Kingdom,2012,1798
Moonrise Kingdom,2012,25
Moonrise Kingdom,2012,1250
How to Train Your Dragon 2,2014,763
How to Train Your Dragon 2,2014,1461
How to Train Your Dragon 2,2014,764
How to Train Your Dragon 2,2014,1799
The Big Short,2015,8
The Big Short,2015,1800
The Big Short,2015,1049
The Big Short,2015,34
Kokuhaku,2010,1801
Kokuhaku,2010,1802
Kokuhaku,2010,1803
Kokuhaku,2010,700
Ang-ma-reul bo-at-da,2010,1804
Ang-ma-reul bo-at-da,2010,232
Ang-ma-reul bo-at-da,2010,1805
Ang-ma-reul bo-at-da,2010,1806
The Girl with the Dragon Tattoo,2011,1167
The Girl with the Dragon Tattoo,2011,1054
The Girl with the Dragon Tattoo,2011,540
The Girl with the Dragon Tattoo,2011,343
Captain Phillips,2013,39
Captain Phillips,2013,1807
Captain Phillips,2013,1808
Captain Phillips,2013,768
Ajeossi,2010,780
Ajeossi,2010,1809
Ajeossi,2010,1810
Ajeossi,2010,1811
Straight Outta Compton,2015,1812
Straight Outta Compton,2015,1813
Straight Outta Compton,2015,1814
Straight Outta Compton,2015,1815
Madeo,2009,1816
Madeo,2009,780
Madeo,2009,1817
Madeo,2009,1818
Chugyeokja,2008,1819
Chugyeokja,2008,661
Chugyeokja,2008,1820
Chugyeokja,2008,1821
The Hobbit: The Desolation of Smaug,2013,20
The Hobbit: The Desolation of Smaug,2013,1822
The Hobbit: The Desolation of Smaug,2013,1823
The Hobbit: The Desolation of Smaug,2013,1824
Das weiße Band - Eine deutsche Kindergeschichte,2009,1825
Das weiße Band - Eine deutsche Kindergeschichte,2009,1826
Das weiße Band - Eine deutsche Kindergeschichte,2009,1827
Das weiße Band - Eine deutsche Kindergeschichte,2009,231
Män som hatar kvinnor,2009,1828
Män som hatar kvinnor,2009,1829
Män som hatar kvinnor,2009,1830
Män som hatar kvinnor,2009,1831
The Trial of the Chicago 7,2020,1832
The Trial of the Chicago 7,2020,1833
The Trial of the Chicago 7,2020,1834
The Trial of the Chicago 7,2020,1721
Druk,2020,301
Druk,2020,302
Druk,2020,1835
Druk,2020,1836
The Fighter,2010,128
The Fighter,2010,8
The Fighter,2010,1091
The Fighter,2010,735
Taken,2008,26
Taken,2008,1837
Taken,2008,1838
Taken,2008,1839
The Boy in the Striped Pyjamas,2008,1840
The Boy in the Striped Pyjamas,2008,1841
The Boy in the Striped Pyjamas,2008,1842
The Boy in the Striped Pyjamas,2008,1843
Once,2007,1844
Once,2007,1845
Once,2007,1846
Once,2007,1847
The Hobbit: An Unexpected Journey,2012,1822
The Hobbit: An Unexpected Journey,2012,20
The Hobbit: An Unexpected Journey,2012,1823
The Hobbit: An Unexpected Journey,2012,1848
Auf der anderen Seite,2007,1849
Auf der anderen Seite,2007,1850
Auf der anderen Seite,2007,1851
Auf der anderen Seite,2007,1852
Atonement,2007,1082
Atonement,2007,1474
Atonement,2007,1237
Atonement,2007,1760
Drive,2011,1049
Drive,2011,1853
Drive,2011,1448
Drive,2011,381
American Gangster,2007,1854
American Gangster,2007,133
American Gangster,2007,713
American Gangster,2007,773
Avatar,2009,702
Avatar,2009,1088
Avatar,2009,254
Avatar,2009,1855
Mr. Nobody,2009,335
Mr. Nobody,2009,1856
Mr. Nobody,2009,320
Mr. Nobody,2009,1857
Apocalypto,2006,1858
Apocalypto,2006,1859
Apocalypto,2006,1860
Apocalypto,2006,1861
Little Miss Sunshine,2006,1862
Little Miss Sunshine,2006,1800
Little Miss Sunshine,2006,758
Little Miss Sunshine,2006,1863
Hot Fuzz,2007,1513
Hot Fuzz,2007,1542
Hot Fuzz,2007,1822
Hot Fuzz,2007,1767
The Curious Case of Benjamin Button,2008,34
The Curious Case of Benjamin Button,2008,1461
The Curious Case of Benjamin Button,2008,1864
The Curious Case of Benjamin Button,2008,1865
Veer-Zaara,2004,506
Veer-Zaara,2004,794
Veer-Zaara,2004,525
Veer-Zaara,2004,1866
Adams æbler,2005,1218
Adams æbler,2005,301
Adams æbler,2005,1867
Adams æbler,2005,1220
Pride & Prejudice,2005,1082
Pride & Prejudice,2005,1868
Pride & Prejudice,2005,1237
Pride & Prejudice,2005,1796
The World's Fastest Indian,2005,99
The World's Fastest Indian,2005,1869
The World's Fastest Indian,2005,1870
The World's Fastest Indian,2005,1871
Tôkyô goddofâzâzu,2003,1872
Tôkyô goddofâzâzu,2003,1873
Tôkyô goddofâzâzu,2003,1874
Tôkyô goddofâzâzu,2003,1875
Serenity,2005,1876
Serenity,2005,1877
Serenity,2005,713
Serenity,2005,1757
Walk the Line,2005,115
Walk the Line,2005,1878
Walk the Line,2005,1060
Walk the Line,2005,152
Ondskan,2003,1879
Ondskan,2003,1880
Ondskan,2003,1881
Ondskan,2003,1882
The Notebook,2004,1137
The Notebook,2004,596
The Notebook,2004,721
The Notebook,2004,1049
Diarios de motocicleta,2004,213
Diarios de motocicleta,2004,1883
Diarios de motocicleta,2004,1884
Diarios de motocicleta,2004,1885
Lilja 4-ever,2002,1886
Lilja 4-ever,2002,1887
Lilja 4-ever,2002,1888
Lilja 4-ever,2002,1889
Les triplettes de Belleville,2003,1890
Les triplettes de Belleville,2003,1891
Les triplettes de Belleville,2003,1892
Les triplettes de Belleville,2003,1893
Gongdong gyeongbi guyeok JSA,2000,1894
Gongdong gyeongbi guyeok JSA,2000,1804
Gongdong gyeongbi guyeok JSA,2000,66
Gongdong gyeongbi guyeok JSA,2000,1895
The Count of Monte Cristo,2002,1896
The Count of Monte Cristo,2002,236
The Count of Monte Cristo,2002,1897
The Count of Monte Cristo,2002,1898
Waking Life,2001,783
Waking Life,2001,1899
Waking Life,2001,1900
Waking Life,2001,1901
Remember the Titans,2000,1854
Remember the Titans,2000,1902
Remember the Titans,2000,1903
Remember the Titans,2000,1904
Wo hu cang long,2000,1905
Wo hu cang long,2000,1906
Wo hu cang long,2000,1554
Wo hu cang long,2000,1907
Todo sobre mi madre,1999,1908
Todo sobre mi madre,1999,1909
Todo sobre mi madre,1999,1910
Todo sobre mi madre,1999,1911
Cast Away,2000,39
Cast Away,2000,1912
Cast Away,2000,1913
Cast Away,2000,1914
The Boondock Saints,1999,878
The Boondock Saints,1999,1915
The Boondock Saints,1999,1916
The Boondock Saints,1999,1917
The Insider,1999,133
The Insider,1999,5
The Insider,1999,540
The Insider,1999,1918
October Sky,1999,733
October Sky,1999,1567
October Sky,1999,858
October Sky,1999,1919
Shrek,2001,1920
Shrek,2001,1921
Shrek,2001,1922
Shrek,2001,1923
Titanic,1997,30
Titanic,1997,324
Titanic,1997,1924
Titanic,1997,1925
Hana-bi,1997,1926
Hana-bi,1997,1927
Hana-bi,1997,1928
Hana-bi,1997,1929
Gattaca,1997,783
Gattaca,1997,23
Gattaca,1997,1930
Gattaca,1997,1931
The Game,1997,1932
The Game,1997,1933
The Game,1997,1549
The Game,1997,1258
Breaking the Waves,1996,1934
Breaking the Waves,1996,343
Breaking the Waves,1996,1935
Breaking the Waves,1996,1936
Ed Wood,1994,1189
Ed Wood,1994,1603
Ed Wood,1994,1937
Ed Wood,1994,1505
What's Eating Gilbert Grape,1993,1189
What's Eating Gilbert Grape,1993,30
What's Eating Gilbert Grape,1993,1938
What's Eating Gilbert Grape,1993,1065
Tombstone,1993,1939
Tombstone,1993,888
Tombstone,1993,551
Tombstone,1993,1940
The Sandlot,1993,1941
The Sandlot,1993,1942
The Sandlot,1993,1943
The Sandlot,1993,1944
The Remains of the Day,1993,99
The Remains of the Day,1993,1945
The Remains of the Day,1993,1946
The Remains of the Day,1993,1947
Naked,1993,1841
Naked,1993,1948
Naked,1993,1935
Naked,1993,1949
The Fugitive,1993,55
The Fugitive,1993,771
The Fugitive,1993,1950
The Fugitive,1993,826
A Bronx Tale,1993,12
A Bronx Tale,1993,140
A Bronx Tale,1993,1951
A Bronx Tale,1993,1952
Batman: Mask of the Phantasm,1993,1953
Batman: Mask of the Phantasm,1993,1954
Batman: Mask of the Phantasm,1993,1955
Batman: Mask of the Phantasm,1993,1956
Lat sau san taam,1992,1905
Lat sau san taam,1992,827
Lat sau san taam,1992,1957
Lat sau san taam,1992,1958
Night on Earth,1991,1131
Night on Earth,1991,1137
Night on Earth,1991,1959
Night on Earth,1991,1960
La double vie de Véronique,1991,850
La double vie de Véronique,1991,1961
La double vie de Véronique,1991,1962
La double vie de Véronique,1991,1963
Boyz n the Hood,1991,1964
Boyz n the Hood,1991,49
Boyz n the Hood,1991,1965
Boyz n the Hood,1991,1966
Misery,1990,6
Misery,1990,1925
Misery,1990,1210
Misery,1990,1967
Awakenings,1990,12
Awakenings,1990,341
Awakenings,1990,1968
Awakenings,1990,1969
Majo no takkyûbin,1989,1970
Majo no takkyûbin,1989,1971
Majo no takkyûbin,1989,1972
Majo no takkyûbin,1989,1973
Glory,1989,147
Glory,1989,1854
Glory,1989,1280
Glory,1989,1
Dip huet seung hung,1989,1905
Dip huet seung hung,1989,1974
Dip huet seung hung,1989,1975
Dip huet seung hung,1989,1976
Back to the Future Part II,1989,161
Back to the Future Part II,1989,162
Back to the Future Part II,1989,163
Back to the Future Part II,1989,1977
Mississippi Burning,1988,557
Mississippi Burning,1988,878
Mississippi Burning,1988,452
Mississippi Burning,1988,1978
Predator,1987,150
Predator,1987,914
Predator,1987,1979
Predator,1987,1980
Evil Dead II,1987,1981
Evil Dead II,1987,1982
Evil Dead II,1987,1983
Evil Dead II,1987,1984
Ferris Bueller's Day Off,1986,147
Ferris Bueller's Day Off,1986,1985
Ferris Bueller's Day Off,1986,1986
Ferris Bueller's Day Off,1986,1987
Down by Law,1986,1988
Down by Law,1986,1989
Down by Law,1986,92
Down by Law,1986,93
The Goonies,1985,1990
The Goonies,1985,773
The Goonies,1985,1991
The Goonies,1985,874
The Color Purple,1985,1992
The Color Purple,1985,1993
The Color Purple,1985,1994
The Color Purple,1985,1995
The Breakfast Club,1985,1996
The Breakfast Club,1985,1997
The Breakfast Club,1985,1998
The Breakfast Club,1985,1999
The Killing Fields,1984,2000
The Killing Fields,1984,2001
The Killing Fields,1984,2002
The Killing Fields,1984,2003
Ghostbusters,1984,1250
Ghostbusters,1984,1620
Ghostbusters,1984,254
Ghostbusters,1984,2004
The Right Stuff,1983,2005
The Right Stuff,1983,2006
The Right Stuff,1983,539
The Right Stuff,1983,2007
The King of Comedy,1982,12
The King of Comedy,1982,2008
The King of Comedy,1982,2009
The King of Comedy,1982,2010
E.T. the Extra-Terrestrial,1982,2011
E.T. the Extra-Terrestrial,1982,2012
E.T. the Extra-Terrestrial,1982,2013
E.T. the Extra-Terrestrial,1982,2014
Kramer vs. Kramer,1979,1274
Kramer vs. Kramer,1979,1531
Kramer vs. Kramer,1979,2015
Kramer vs. Kramer,1979,2016
Days of Heaven,1978,754
Days of Heaven,1978,2017
Days of Heaven,1978,2005
Days of Heaven,1978,2018
The Outlaw Josey Wales,1976,43
The Outlaw Josey Wales,1976,2019
The Outlaw Josey Wales,1976,2020
The Outlaw Josey Wales,1976,2021
The Man Who Would Be King,1975,559
The Man Who Would Be King,1975,11
The Man Who Would Be King,1975,540
The Man Who Would Be King,1975,2022
The Conversation,1974,557
The Conversation,1974,909
The Conversation,1974,2023
The Conversation,1974,253
La planète sauvage,1973,2024
La planète sauvage,1973,2025
La planète sauvage,1973,2026
La planète sauvage,1973,2027
The Day of the Jackal,1973,2028
The Day of the Jackal,1973,2029
The Day of the Jackal,1973,2030
The Day of the Jackal,1973,2031
Badlands,1973,252
Badlands,1973,1211
Badlands,1973,1660
Badlands,1973,2032
Cabaret,1972,2033
Cabaret,1972,2034
Cabaret,1972,2035
Cabaret,1972,2036
Willy Wonka & the Chocolate Factory,1971,1307
Willy Wonka & the Chocolate Factory,1971,2037
Willy Wonka & the Chocolate Factory,1971,2038
Willy Wonka & the Chocolate Factory,1971,2039
Midnight Cowboy,1969,1274
Midnight Cowboy,1969,552
Midnight Cowboy,1969,2040
Midnight Cowboy,1969,2041
Wait Until Dark,1967,1382
Wait Until Dark,1967,2042
Wait Until Dark,1967,2043
Wait Until Dark,1967,2044
Guess Who's Coming to Dinner,1967,604
Guess Who's Coming to Dinner,1967,1659
Guess Who's Coming to Dinner,1967,1657
Guess Who's Coming to Dinner,1967,2045
Bonnie and Clyde,1967,2046
Bonnie and Clyde,1967,915
Bonnie and Clyde,1967,2047
Bonnie and Clyde,1967,557
My Fair Lady,1964,1382
My Fair Lady,1964,2048
My Fair Lady,1964,1397
My Fair Lady,1964,2049
Mary Poppins,1964,1337
Mary Poppins,1964,2050
Mary Poppins,1964,2051
Mary Poppins,1964,2052
The Longest Day,1962,2053
The Longest Day,1962,2054
The Longest Day,1962,2055
The Longest Day,1962,2056
Jules et Jim,1962,2057
Jules et Jim,1962,2058
Jules et Jim,1962,2059
Jules et Jim,1962,2060
The Innocents,1961,2061
The Innocents,1961,2062
The Innocents,1961,2063
The Innocents,1961,2064
À bout de souffle,1960,2065
À bout de souffle,1960,2066
À bout de souffle,1960,2067
À bout de souffle,1960,2068
Red River,1948,2069
Red River,1948,958
Red River,1948,2070
Red River,1948,2071
Key Largo,1948,172
Key Largo,1948,421
Key Largo,1948,1200
Key Largo,1948,113
To Have and Have Not,1944,172
To Have and Have Not,1944,1200
To Have and Have Not,1944,2072
To Have and Have Not,1944,2073
Shadow of a Doubt,1943,1404
Shadow of a Doubt,1943,424
Shadow of a Doubt,1943,2074
Shadow of a Doubt,1943,2075
Stagecoach,1939,958
Stagecoach,1939,2076
Stagecoach,1939,2077
Stagecoach,1939,1410
The Lady Vanishes,1938,2078
The Lady Vanishes,1938,2064
The Lady Vanishes,1938,2079
The Lady Vanishes,1938,2080
Bringing Up Baby,1938,1657
Bringing Up Baby,1938,403
Bringing Up Baby,1938,2081
Bringing Up Baby,1938,2082
Bride of Frankenstein,1935,2083
Bride of Frankenstein,1935,271
Bride of Frankenstein,1935,2084
Bride of Frankenstein,1935,1389
Duck Soup,1933,1705
Duck Soup,1933,1707
Duck Soup,1933,1706
Duck Soup,1933,2085
Scarface: The Shame of the Nation,1932,2086
Scarface: The Shame of the Nation,1932,2087
Scarface: The Shame of the Nation,1932,2088
Scarface: The Shame of the Nation,1932,2089
Frankenstein,1931,2084
Frankenstein,1931,2090
Frankenstein,1931,2083
Frankenstein,1931,2091
Roma,2018,2092
Roma,2018,2093
Roma,2018,2094
Roma,2018,2095
God's Own Country,2017,2096
God's Own Country,2017,2097
God's Own Country,2017,2098
God's Own Country,2017,2099
Deadpool 2,2018,1110
Deadpool 2,2018,773
Deadpool 2,2018,1111
Deadpool 2,2018,1451
Wind River,2017,2100
Wind River,2017,1133
Wind River,2017,2101
Wind River,2017,2102
Get Out,2017,2103
